	securityName	securityClass	putCall	cusipSedol	isin	manualIdentifier	ticker	formType	name	lei	currencyCode	payoffProfile	issuerClass	fairValueLevel	couponKind	countryCode	units	fileDate	effectiveDate	superceded	principal	shares	percent	value	sharesChange	percentChange	prevShares	prevValue	percentValueChange	percentOwnershipChange	sharePrice	costBasis	profit	performance	sharesMultiplier	valueMultiplier	allocation	prevAllocation	allocationPercentChange	allocationChange	current	unrealized	realized	pageDataId	lineNbr	default	option	formTypeShort	formattedFileDate	valueChange	bestIdentifier	restricted	safeAllocationChange	latestUnrealized	slug	url	ownershipPercent	ownershipPercentChange	sharesPercentChange	valuePercentChange	symbol
2215	Micron Technology Inc	EC		595112103	US5951121038			NPORT-P	EKBAX - WELLS FARGO FUNDS TRUST - Wells Fargo Diversified Capital Builder Fund Class A	B3DXGBC8GAIYWI2Z0172	USD	Long	CORP	1		US	NS	2025-02-26	2024-12-31	False		610000.0		51337600	45000.0	7.964601769911504	565000.0	58596.0	-12.39		86.71658	52897.11			1.0	0.001	3.223266513049	3.766298851613	-14.418195686500944	-0.543032338564		-1559.513					False	NP	02-26	-7259000	US5951121038		-0.543032338564	6236.29	wells-fargo-funds-trust-wells-fargo-diversified-capital-builder-fund-class-a	https://fintel.io/i/wells-fargo-funds-trust-wells-fargo-diversified-capital-builder-fund-class-a	0.05458263622097923	7.964601769911504	7.964601769911504	-12.39	MU
2216	MICRON TECH	EC		595112103	US5951121038			NPORT-P	VBINX - Vanguard Valley Forge Funds - Vanguard Balanced Index Fund Investor Shares	B3DXGBC8GAIYWI2Z0172	USD	Long	CORP	1		US	NS	2025-02-28	2024-12-31	False		687656.0		57873128	-25339.0	-3.5538818645292043	712995.0	73944.0	-21.73		45.215	31092.37			1.0	0.001	0.100472832159	0.127220199042	-21.024465520738346	-0.026747366883		26780.76					False	NP	02-28	-16071000	US5951121038		-0.026747366883	35569.0	vanguard-valley-forge-funds-vanguard-balanced-index-fund-investor-shares	https://fintel.io/i/vanguard-valley-forge-funds-vanguard-balanced-index-fund-investor-shares	0.06153127425110442	-3.5538818645292043	-3.5538818645292043	-21.73	MU
2217	MICRON TECHNOLOGY INC	Common Stock		595112103				13F-HR	Fourth Dimension Wealth, LLC									2025-02-18	2024-12-31	False		1570.0		132131	1570.0						101.7502	159.7479				0.001	0.06894067498676346			0.06894067498676346		-27.61666					False	13F	02-18	132000	595112103		0.06894067498676346	-7.5521	fourth-dimension-wealth-llc-6561	https://fintel.io/i/fourth-dimension-wealth-llc-6561	0.0001404831784703892				MU
2218	MICRON TECHNOLOGY INC COM	DOMESTIC COMMON STOCK		595112103				13F-HR	Cullen/frost Bankers, Inc.									2025-02-06	2024-12-31	False		157.0		13219	-745.0	-82.59423503325942	902.0	93.0	-86.02		102.2711	16.05656				0.001	0.0001806752104001332	0.0012769739454782526	-85.85130017414203	-0.0010962987350781194		-2.843443					False	13F	02-06	-80000	595112103		-0.0010962987350781194	-0.83698	cullen-frost-bankers	https://fintel.io/i/cullen-frost-bankers	1.404831784703892e-05	-82.59423503325942	-82.59423503325942	-86.02	MU
2219	MICRON TECHNOLOGY INC COM	Stock		595112103				13F-HR	YHB Investment Advisors, Inc.									2024-10-22	2024-09-30	False		0.0		0	-1863.0	-100.0	1863.0	245.0	-100.0			-245.0	0.0			0.001		0.021084446696419686	-100.0	-0.021084446696419686							False	13F	10-22	-245000	595112103		-0.021084446696419686		yhb-investment-advisors	https://fintel.io/i/yhb-investment-advisors	0.0	-100.0	-100.0	-100.0	MU
2220	Micron Technology Inc. COM USD0.10	EC		595112103	US5951121038		MU	NPORT-P	NDXKX - SHELTON FUNDS - Nasdaq-100 Index Fund K Shares	B3DXGBC8GAIYWI2Z0172	USD	Long	CORP	1		US	NS	2025-01-29	2024-11-30	False		135172.0		13240097	0.0	0.0	135172.0	13008.0	1.78		58.02658	7843.568			1.0	0.001	0.7429986868	0.7151478152	3.8944216857057934	0.0278508716		5396.529					False	NP	01-29	232000	US5951121038		0.0278508716	5260.006	shelton-funds-nasdaq-100-index-fund-k-shares	https://fintel.io/i/shelton-funds-nasdaq-100-index-fund-k-shares	0.01209515426764296	0.0	0.0	1.78	MU
2221	MICRON TECHNOLOGY INC	COM		595112103				13F-HR	Northwestern Mutual Investment Management Company, Llc									2025-02-11	2024-12-31	False		35204.0		2962769	60.0	0.17072615524698384	35144.0	3644.0	-18.72		31.55975	1111.029				0.001	0.06547396140137085	0.08502587285356464	-22.99524932354057	-0.01955191145219379		1851.739					False	13F	02-11	-682000	595112103		-0.01955191145219379	2301.647	northwestern-mutual-investment-management-company-llc	https://fintel.io/i/northwestern-mutual-investment-management-company-llc	0.00315004446807107	0.17072615524698384	0.17072615524698384	-18.72	MU
2222	MICRON TECHNOLOGY INC	COM		595112103				13F-HR	Numerai GP LLC									2025-02-14	2024-12-31	False		0.0		0	-4505.0	-100.0	4505.0	467.0	-100.0			-467.0	0.0			0.001		0.12457122201122893	-100.0	-0.12457122201122893							False	13F	02-14	-467000	595112103		-0.12457122201122893		numerai-gp-llc	https://fintel.io/i/numerai-gp-llc	0.0	-100.0	-100.0	-100.0	MU
2223	MICRON TECHNOLOGY INC	COM		595112103				13F-HR	44 Wealth Management Llc									2025-02-03	2024-12-31	False		5678.0		477828	-582.0	-9.297124600638977	6260.0	657.0	-27.4		57.96077	329.1012				0.001	0.1836895329050442	0.23140106868047539	-20.618545993541854	-0.04771153577543119		148.7592					False	13F	02-03	-180000	595112103		-0.04771153577543119	221.3241	44-wealth-management-llc	https://fintel.io/i/44-wealth-management-llc	0.0005080659155126558	-9.297124600638977	-9.297124600638977	-27.4	MU
2224	MICRON TECH	EC		595112103	US5951121038			NPORT-P	VWNFX - VANGUARD WINDSOR FUNDS - Vanguard Windsor II Fund Investor Shares	B3DXGBC8GAIYWI2Z0172	USD	Long	CORP	1		US	NS	2024-12-27	2024-10-31	False		1091950.0		108812817	440450.0	67.60552570990023	651500.0	71547.0	52.08		67.19346	73371.9			1.0	0.001	0.177901720904	0.115400740257	54.15994776793366	0.062500980647		35440.92					False	NP	12-27	37265000	US5951121038		0.062500980647	32481.73	vanguard-windsor-funds-vanguard-windsor-ii-fund-investor-shares	https://fintel.io/i/vanguard-windsor-funds-vanguard-windsor-ii-fund-investor-shares	0.09770739282212831	67.60552570990023	67.60552570990023	52.08	MU
2225	Micron Technology, Inc.	EC		595112103	US5951121038			NPORT-P	NATIONWIDE VARIABLE INSURANCE TRUST - NVIT J.P. Morgan Disciplined Equity Fund Class II	B3DXGBC8GAIYWI2Z0172	USD	Long	CORP	1		US	NS	2025-02-20	2024-12-31	False		102157.0		8597533	18464.0	22.06158221117656	83693.0	8679.0	-0.94		118.146	12069.44			1.0	0.001	0.842949040223	1.049790353046	-19.70310664627879	-0.206841312823		-3471.905					False	NP	02-20	-82000	US5951121038		-0.206841312823	-2166.34	nationwide-variable-insurance-trust-nvit-j-p-morgan-disciplined-equity-fund-class-ii	https://fintel.io/i/nationwide-variable-insurance-trust-nvit-j-p-morgan-disciplined-equity-fund-class-ii	0.009140980931846844	22.06158221117656	22.06158221117656	-0.94	MU
2226	MICRON TECHNOLOGY INC	COM		595112103				13F-HR	Semanteon Capital Management, LP									2024-10-24	2024-09-30	False		0.0		0	-8731.0	-100.0	8731.0	1148.0	-100.0			-1148.0	0.0			0.001		0.8116389564054366	-100.0	-0.8116389564054366							False	13F	10-24	-1148000	595112103		-0.8116389564054366		semanteon-capital-management-lp	https://fintel.io/i/semanteon-capital-management-lp	0.0	-100.0	-100.0	-100.0	MU
2227	MICRON TECHNOLOGY INC	EC		595112103	US5951121038			NPORT-P	QBA2Q - VARIABLE INSURANCE PRODUCTS FUND III - Balanced Portfolio Initial Class	B3DXGBC8GAIYWI2Z0172	USD	Long	CORP	1		US	NS	2025-02-25	2024-12-31	False		464397.0		39083651	71597.0	18.22734215885947	392800.0	40737.0	-4.06		82.8803	38489.36			1.0	0.001	0.511973124502	0.534681195512	-4.247030043436472	-0.02270807101		594.288					False	NP	02-25	-1654000	US5951121038		-0.02270807101	6529.285	variable-insurance-products-fund-iii-balanced-portfolio-initial-class	https://fintel.io/i/variable-insurance-products-fund-iii-balanced-portfolio-initial-class	0.04155411887395753	18.22734215885947	18.22734215885947	-4.06	MU
2228	MICRON TECHNOLOGY INC	COM		595112103				13F-HR	NJ State Employees Deferred Compensation Plan									2025-02-06	2024-12-31	False		30000.0		2524800	0.0	0.0	30000.0	3111.0	-18.87		11.08211	332.4633				0.001	0.30682039126570454	0.3695263710321806	-16.969284111259075	-0.06270597976647606		2192.337					False	13F	02-06	-587000	595112103		-0.06270597976647606	2575.737	nj-state-employees-deferred-compensation-plan	https://fintel.io/i/nj-state-employees-deferred-compensation-plan	0.002684391945294061	0.0	0.0	-18.87	MU
2229	MICRON TECHNOLOGY INC	COM		595112103				13F-HR	Meeder Advisory Services, Inc.									2025-02-12	2024-12-31	False		19821.0		1668171	165.0	0.8394383394383395	19656.0	2038.0	-18.16		75.8755	1503.928				0.001	0.10412298654229635	0.1319820437138366	-21.10821774509284	-0.02785905717154025		164.207					False	13F	02-12	-370000	595112103		-0.02785905717154025	417.5197	meeder-advisory-services-inc	https://fintel.io/i/meeder-advisory-services-inc	0.001773577758255786	0.8394383394383395	0.8394383394383395	-18.16	MU
2230	MICRON TECHNOLOGY INC	COM		595112103				13F-HR	Principal Securities, Inc.									2025-01-30	2024-12-31	False		17202.0		1447723	-2706.0	-13.592525617842073	19908.0	2064.0	-29.89		82.14081	1412.986				0.001	0.03260123502343446	0.04992939415948908	-34.70532624670632	-0.01732815913605462		34.73407					False	13F	01-30	-617000	595112103		-0.01732815913605462	254.5759	principal-securities-inc	https://fintel.io/i/principal-securities-inc	0.001539230341431614	-13.592525617842073	-13.592525617842073	-29.89	MU
2231	MICRON TECHNOLOGY INC	COM		595112103				13F-HR	Mirae Asset Securities (usa) Inc.									2025-02-11	2024-12-31	False		201641.0		16970107	201641.0		0.0	0.0			101.7502	20517.02				0.001	0.5115270558381104			0.5115270558381104		-3546.912					False	13F	02-11	16970000	595112103		0.5115270558381104	-969.9415	mirae-asset-securities-usa-inc6625	https://fintel.io/i/mirae-asset-securities-usa-inc6625	0.01804278254136799				MU
2232	MICRON TECHNOLOGY INC	COM		595112103				13F-HR	Mercer Global Advisors Inc /adv									2025-02-14	2024-12-31	False		257240.0		21649326	-16335.0	-5.970940327149776	273575.0	27967.0	-22.59		70.50005	18135.43				0.001	0.05282030756483599	0.06545027992824573	-19.297048656256624	-0.01262997236340974		3513.886					False	13F	02-14	-6318000	595112103		-0.01262997236340974	6801.416	mercer-global-advisors	https://fintel.io/i/mercer-global-advisors	0.02301776613358147	-5.970940327149776	-5.970940327149776	-22.59	MU
2233	MICRON TECHNOLOGY INC	COM		595112103				13F-HR	Spears Abacus Advisors LLC									2025-02-12	2024-12-31	False		4021.0		338408	11.0	0.2743142144638404	4010.0	415.0	-18.55		90.54206	364.0696				0.001	0.006951565817861088	0.008185020057878991	-15.06965445772569	-0.001233454240017903		-25.66225					False	13F	02-12	-77000	595112103		-0.001233454240017903	25.72614	spears-abacus-advisors-llc	https://fintel.io/i/spears-abacus-advisors-llc	0.0003597980004009139	0.2743142144638404	0.2743142144638404	-18.55	MU
2234	MICRON TECHNOLOGY INC	COM		595112103				13F-HR	Sunpointe, LLC									2025-02-03	2024-12-31	False		3312.0		279128	736.0	28.571428571428573	2576.0	267.0	4.49		80.38919	266.249				0.001	0.14030111681353727	0.21967479772399356	-36.13235643452551	-0.0793736809104563		12.48893					False	13F	02-03	12000	595112103		-0.0793736809104563	54.81628	sunpointe-llc	https://fintel.io/i/sunpointe-llc	0.0002963568707604643	28.571428571428573	28.571428571428573	4.49	MU
2235	MICRON TECHNOLOGY INC	COM		595112103				13F-HR	Hotchkis & Wiley Capital Management Llc									2025-02-14	2024-12-31	False		1511727.0		127226944	22430.0	1.506079714120152	1489297.0	154454.0	-17.63		88.72422	134126.8				0.001	0.4234292213627424	0.5131282379979424	-17.480818632234318	-0.0896990166352		-6899.862					False	13F	02-14	-27228000	595112103		-0.0896990166352	12420.02	hotchkis-wiley-capital-management-llc	https://fintel.io/i/hotchkis-wiley-capital-management-llc	0.1352689260761185	1.506079714120152	1.506079714120152	-17.63	MU
2236	MICRON TECHNOLOGY INC	COM		595112103				13F-HR	Twinbeech Capital Lp									2025-02-14	2024-12-31	False		0.0		0	-640237.0	-100.0	640237.0	66398.0	-100.0			-66398.0	0.0			0.001		1.2680002630751432	-100.0	-1.2680002630751432							False	13F	02-14	-66398000	595112103		-1.2680002630751432		twinbeech-capital-lp	https://fintel.io/i/twinbeech-capital-lp	0.0	-100.0	-100.0	-100.0	MU
2237	Micron Technology Inc	EC		595112103	US5951121038			NPORT-P	SFLNX - SCHWAB CAPITAL TRUST - Schwab Fundamental US Large Company Index Fund Institutional Shares	B3DXGBC8GAIYWI2Z0172	USD	Long	CORP	1		US	NS	2024-12-23	2024-10-31	False		368235.0		36694617	-3339.0	-0.8986096982027806	371574.0	40806.0	-10.08		52.05763	19169.44			1.0	0.001	0.391309441932	0.443625706387	-11.792883888780223	-0.052316264455		17525.18					False	NP	12-23	-4112000	US5951121038		-0.052316264455	16527.26	schwab-capital-trust-schwab-fundamental-us-large-company-index-fund-institutional-shares	https://fintel.io/i/schwab-capital-trust-schwab-fundamental-us-large-company-index-fund-institutional-shares	0.03294956893251195	-0.8986096982027806	-0.8986096982027806	-10.08	MU
2238	Micron Technology Inc	EC		595112103	US5951121038		MU	NPORT-P	GSPIX - GOLDMAN SACHS TRUST - Goldman Sachs Capital Growth Fund Institutional	B3DXGBC8GAIYWI2Z0172	USD	Long	CORP	1		US	NS	2025-01-28	2024-11-30	False		87292.0		8550251	-626.0	-0.7120271161764371	87918.0	8461.0	1.05		68.68501	5995.652			1.0	0.001	0.607195362257	0.635217568714	-4.41143441824682	-0.028022206457		2554.6					False	NP	01-28	89000	US5951121038		-0.028022206457	2466.434	goldman-sachs-trust-goldman-sachs-capital-growth-fund-institutional	https://fintel.io/i/goldman-sachs-trust-goldman-sachs-capital-growth-fund-institutional	0.007810864722953638	-0.7120271161764371	-0.7120271161764371	1.05	MU
2239	MICRON TECHNOLOGY INC	COM		595112103				13F-HR	Key FInancial Inc									2025-01-31	2024-12-31	False		176.0		14812	16.0	10.0	160.0	16.0	-12.5		94.55081	16.64094				0.001	0.003366485633212324	0.0036667524230949177	-8.18890274651142	-0.0003002667898825937		-1.828783					False	13F	01-31	-2000	595112103		-0.0003002667898825937	0.4205	key-financial-inc	https://fintel.io/i/key-financial-inc	1.574843274572516e-05	10.0	10.0	-12.5	MU
2240	Micron Technology Inc. COM USD0.10	EC		595112103	US5951121038		MU	NPORT-P	STFGX - Advisers Investment Trust - State Farm Growth Fund	B3DXGBC8GAIYWI2Z0172	USD	Long	CORP	1		US	NS	2025-02-27	2024-12-31	False		100.0		8416	100.0						101.7502	10.17502			1.0	0.001	0.0001052215			0.0001052215		-1.759023					False	NP	02-27	8000	US5951121038		0.0001052215	-0.48102	advisers-investment-trust-state-farm-growth-fund	https://fintel.io/i/advisers-investment-trust-state-farm-growth-fund	8.947973150980202e-06				MU
2241	MICRON TECHNOLOGY INC	COM		595112103				13F-HR	Amundi									2025-02-07	2024-12-31	False		2804452.0		278790575	-3332468.0	-54.30196254798824	6136920.0	629279.0	-55.7		87.52426	245457.6				0.001	0.09693943371114958	0.23189856378667595	-58.19748422404013	-0.13495913007552637		-9434.902					False	13F	02-07	-350489000	595112103		-0.13495913007552637	26405.98	amundi	https://fintel.io/i/amundi	0.2509416119921273	-54.30196254798824	-54.30196254798824	-55.7	MU
2242	MICRON TECHNOLOGY INC	COM		595112103				13F-HR	Frazier Financial Advisors, LLC									2025-02-12	2024-12-31	False		1361.0		116109	4.0	0.2947678703021371	1357.0	140.0	-17.14		99.68762	135.6749				0.001	0.09187685157861951	0.10935862869115968	-15.985731827262173	-0.01748177711254017		-21.1331					False	13F	02-12	-24000	595112103		-0.01748177711254017	-3.73956	frazier-financial-advisors-llc	https://fintel.io/i/frazier-financial-advisors-llc	0.0001217819145848406	0.2947678703021371	0.2947678703021371	-17.14	MU
2243	MICRON TECHNOLOGY INC	COM		595112103				13F-HR	DekaBank Deutsche Girozentrale									2025-01-29	2024-12-31	False		1004363.0		87889	0.0	0.0	1004363.0	106.0	-17.92		59.85674	60117.9				0.001	0.16241148297914207	0.19700195967517248	-17.55844294801182	-0.03459047669603041		24409.29					False	13F	01-29	-19000	595112103		-0.03459047669603041	37245.05	dekabank-deutsche-girozentrale	https://fintel.io/i/dekabank-deutsche-girozentrale	0.0898701315783793	0.0	0.0	-17.92	MU
2244	MICRON TECHNOLOGY INC	COM		595112103				13F-HR	Bayforest Capital Ltd									2025-02-14	2024-12-31	False		38.0		3198	38.0						101.7502	3.866509				0.001	0.004006342599067532			0.004006342599067532		-0.6684288					False	13F	02-14	3000	595112103		0.004006342599067532	-0.182789	bayforest-capital-ltd-9315	https://fintel.io/i/bayforest-capital-ltd-9315	3.400229797372477e-06				MU
2245	MICRON TECHNOLOGY INC	COM		595112103				13F-HR	Ieq Capital, Llc									2025-02-03	2024-12-31	False		64569.0		5434174	3179.0	5.178367812347288	61390.0	6366.0	-14.64		79.67739	5144.69				0.001	0.03670362165527694	0.07811074953019219	-53.01079316734777	-0.04140712787491525		289.4375					False	13F	02-03	-932000	595112103		-0.04140712787491525	1114.629	ieq-capital-llc	https://fintel.io/i/ieq-capital-llc	0.005777616783856407	5.178367812347288	5.178367812347288	-14.64	MU
2246	MICRON TECHNOLOGY INC	COM		595112103				13F-HR	Aprio Wealth Management, LLC									2024-10-08	2024-09-30	False		0.0		0	-2019.0	-100.0	2019.0	265.0	-100.0			-265.0	0.0			0.001		0.04837278716546217	-100.0	-0.04837278716546217							False	13F	10-08	-265000	595112103		-0.04837278716546217		aprio-wealth-management-llc	https://fintel.io/i/aprio-wealth-management-llc	0.0	-100.0	-100.0	-100.0	MU
2247	MICRON TECHNOLOGY INC	COM		595112103				13F-HR	Pennant Investors, Lp									2025-02-14	2024-12-31	False		0.0		0	-340432.0	-100.0	340432.0	35306.0	-100.0			-35306.0	0.0			0.001		10.078929387596855	-100.0	-10.078929387596855							False	13F	02-14	-35306000	595112103		-10.078929387596855		pennant-investors	https://fintel.io/i/pennant-investors	0.0	-100.0	-100.0	-100.0	MU
2248	MICRON TECHNOLOGY INC	COM		595112103				13F-HR	Interval Partners, LP									2025-02-14	2024-12-31	False		0.0		0	-28611.0	-100.0	28611.0	2967.0	-100.0			-2967.0	0.0			0.001		0.06664677791685188	-100.0	-0.06664677791685188							False	13F	02-14	-2967000	595112103		-0.06664677791685188		interval-partners-lp	https://fintel.io/i/interval-partners-lp	0.0	-100.0	-100.0	-100.0	MU
2249	Micron Technology, Inc.	EC		595112103	US5951121038			NPORT-P	IBALX - TRANSAMERICA FUNDS - Transamerica Multi-Managed Balanced A	B3DXGBC8GAIYWI2Z0172	USD	Long	CORP	1		US	NS	2024-12-27	2024-10-31	False		46934.0		4676973	3830.0	8.885486265775798	43104.0	4733.0	-1.2		92.16202	4325.532			1.0	0.001	0.350717622099	0.365260087002	-3.981399944998757	-0.014542464903		351.441					False	NP	12-27	-57000	US5951121038		-0.014542464903	224.25	transamerica-funds-transamerica-multi-managed-balanced-a	https://fintel.io/i/transamerica-funds-transamerica-multi-managed-balanced-a	0.004199641718681048	8.885486265775798	8.885486265775798	-1.2	MU
2250	MICRON TECHNOLOGY INC	COM		595112103				13F-HR	Ensign Peak Advisors, Inc									2025-02-14	2024-12-31	False		523857.0		44087804	-45195.0	-7.942156428586491	569052.0	59016.0	-25.3		47.50223	24884.38				0.001	0.07835670458603781	0.10378887118700343	-24.503751038146238	-0.02543216660096562		19203.43					False	13F	02-14	-14929000	595112103		-0.02543216660096562	25898.32	ensign-peak-advisors-inc	https://fintel.io/i/ensign-peak-advisors-inc	0.04687458370953036	-7.942156428586491	-7.942156428586491	-25.3	MU
2251	MICRON TECHNOLOGY INC	EC		595112103	US5951121038			NPORT-P	DFUS - Dimensional ETF Trust - Dimensional U.S. Equity ETF	B3DXGBC8GAIYWI2Z0172	USD	Long	CORP	1		US	NS	2024-12-30	2024-10-31	False		231385.0		23057515	18897.0	8.893208087044915	212488.0	23335.0	-1.19		83.50366	19321.5			1.0	0.001	0.203891022918	0.235596900369	-13.457680216225752	-0.031705877451		3736.02					False	NP	12-30	-278000	US5951121038		-0.031705877451	3108.962	dimensional-etf-trust-dimensional-u-s-equity-etf	https://fintel.io/i/dimensional-etf-trust-dimensional-u-s-equity-etf	0.02070426767539554	8.893208087044915	8.893208087044915	-1.19	MU
2252	MICRON TECHNOLOGY INC	EC		595112103	US5951121038			NPORT-P	FADAX - FIDELITY ADVISOR SERIES I - Fidelity Advisor Dividend Growth Fund Class A	B3DXGBC8GAIYWI2Z0172	USD	Long	CORP	1		US	NS	2025-01-27	2024-11-30	False		196000.0		19198200	-17300.0	-8.110642287857477	213300.0	20527.0	-6.47		90.53174	17744.22			1.0	0.001	1.081529360886	1.258772773999	-14.080651947206867	-0.177243413113		1453.979					False	NP	01-27	-1329000	US5951121038		-0.177243413113	1256.02	fidelity-advisor-series-i-fidelity-advisor-dividend-growth-fund-class-a	https://fintel.io/i/fidelity-advisor-series-i-fidelity-advisor-dividend-growth-fund-class-a	0.0175380273759212	-8.110642287857477	-8.110642287857477	-6.47	MU
2253	Micron Technology Inc	EC		595112103	US5951121038		MU	NPORT-P	SFY - Tidal ETF Trust - SoFi Select 500 ETF	B3DXGBC8GAIYWI2Z0172	USD	Long	CORP	1		US	NS	2025-01-29	2024-11-30	False		65652.0		6430613	56462.0	614.3852013057672	9190.0	884.0	627.38		96.55237	6338.856			1.0	0.001	0.6473847301666403	0.10369752777570401	524.3010263146508	0.5436872023909363		91.75691					False	NP	01-29	5546000	US5951121038		0.5436872023909363	25.44888	tidal-etf-trust-sofi-select-500-etf	https://fintel.io/i/tidal-etf-trust-sofi-select-500-etf	0.005874523333081522	614.3852013057672	614.3852013057672	627.38	MU
2254	MICRON TECHNOLOGY INC	COM		595112103				13F-HR	Teacher Retirement System Of Texas									2025-02-11	2024-12-31	False		148500.0		12498	-26906.0	-15.339270036372758	175406.0	18.0	-33.33		79.41721	11793.46				0.001	0.04506252073207667	0.08653710758364001	-47.92693910121417	-0.04147458685156334		704.3048					False	13F	02-11	-6000	595112103		-0.04147458685156334	2602.13	teacher-retirement-system-of-texas	https://fintel.io/i/teacher-retirement-system-of-texas	0.0132877401292056	-15.339270036372758	-15.339270036372758	-33.33	MU
2255	MICRON TECHNOLOGY INC	COM		595112103				13F-HR	Essex Financial Services, Inc.									2025-01-29	2024-12-31	False		0.0		0	-2458.0	-100.0	2458.0	265074.0								0.001											False	13F	01-29	-265074000	595112103		0.0		essex-financial-services	https://fintel.io/i/essex-financial-services	0.0	-100.0	-100.0		MU
2256	MICRON TECHNOLOGY INC	EC		595112103	US5951121038			NPORT-P	FYEE - Fidelity Greenwood Street Trust - Fidelity Yield Enhanced Equity ETF	B3DXGBC8GAIYWI2Z0172	USD	Long	CORP	1		US	NS	2024-12-27	2024-10-31	False		459.0		45739	224.0	95.31914893617021	235.0	25.0	80.0		113.4187	52.0592			1.0	0.001	0.695896668228	0.447114310308	55.64177933571917	0.24878235792		-6.31985					False	NP	12-27	20000	US5951121038		0.24878235792	-7.56374	fidelity-greenwood-street-trust-fidelity-yield-enhanced-equity-etf	https://fintel.io/i/fidelity-greenwood-street-trust-fidelity-yield-enhanced-equity-etf	4.107119676299913e-05	95.31914893617021	95.31914893617021	80.0	MU
2257	MICRON TECHNOLOGY INC COM	Stock		595112103				13F-HR	Lee Danner & Bass Inc									2025-02-11	2024-12-31	False		76.0		6396	76.0		0.0	0.0			101.7502	7.733018				0.001	0.0005067968505751538			0.0005067968505751538		-1.336858					False	13F	02-11	6000	595112103		0.0005067968505751538	-0.365578	lee-danner-bass	https://fintel.io/i/lee-danner-bass	6.800459594744954e-06				MU
2258	MICRON TECHNOLOGY INC	COM		595112103				13F-HR	Peterson Financial Group, Inc.									2024-11-06	2024-09-30	False		31.0		3169	31.0						104.5811	3.242014				0.001	0.012196531420385574			0.012196531420385574		-0.02700391					False	13F	11-06	3000	595112103		0.012196531420385574	-0.236874	peterson-financial-group-inc	https://fintel.io/i/peterson-financial-group-inc	2.773871676803863e-06				MU
2259	MICRON TECHNOLOGY INC	COM		595112103				13F-HR	GeoWealth Management, LLC									2025-02-13	2024-12-31	False		3981.0		335040	-1350.0	-25.323579065841304	5331.0	552.0	-39.31		66.92484	266.4278				0.001	0.007519335360202074	0.019518927978186627	-61.47669908611115	-0.011999592617984552		68.61316					False	13F	02-13	-217000	595112103		-0.011999592617984552	119.4903	geowealth-management	https://fintel.io/i/geowealth-management	0.0003562188111405219	-25.323579065841304	-25.323579065841304	-39.31	MU
2260	Micron Technology Inc	EC		595112103	US5951121038			NPORT-P	CVMAX - CALVERT WORLD VALUES FUND INC - Calvert Emerging Markets Equity Fund Class A	B3DXGBC8GAIYWI2Z0172	USD	Long	CORP	1		US	NS	2024-11-19	2024-09-30	False		67973.0		7049479	-55431.0	-44.91831707238015	123404.0	16231.0	-56.57		84.49409	5743.317			1.0	0.001	0.47366164818	1.035533559825	-54.25916971150153	-0.561871911645		1306.163					False	NP	11-19	-9182000	US5951121038		-0.561871911645	845.9856	calvert-world-values-fund-inc-calvert-emerging-markets-equity-fund-class-a	https://fintel.io/i/calvert-world-values-fund-inc-calvert-emerging-markets-equity-fund-class-a	0.006082205789915773	-44.91831707238015	-44.91831707238015	-56.57	MU
2261	MICRON TECHNOLOGY INC	COM		595112103				13F-HR	Allworth Financial LP									2025-01-30	2024-12-31	False		8717.0		952149	1933.0	28.493514150943398	6784.0	703.0	35.42		80.84986	704.7682				0.001	0.004915008443666878	0.0042835299590792235	14.742011626396916	0.0006314784845876545		28.85447					False	13F	01-30	249000	595112103		0.0006314784845876545	140.2578	hanson-mcclain	https://fintel.io/i/hanson-mcclain	0.0007799948195709442	28.493514150943398	28.493514150943398	35.42	MU
2262	MICRON TECHNOLOGY INC	COM		595112103				13F-HR	Full Sail Capital, LLC									2025-02-14	2024-12-31	False		2401.0		202068	13.0	0.5443886097152428	2388.0	247.0	-18.22		74.43473	178.7178				0.001	0.008679716322139147	0.01587154841886613	-45.312731353786646	-0.007191832096726983		23.35036					False	13F	02-14	-45000	595112103		-0.007191832096726983	54.03514	full-sail-capital	https://fintel.io/i/full-sail-capital	0.0002148408353550347	0.5443886097152428	0.5443886097152428	-18.22	MU
2263	MICRON TECHNOLOGY INC	EC		595112103	US5951121038			NPORT-P	FELC - FIDELITY COVINGTON TRUST - Fidelity Enhanced Large Cap Core ETF	B3DXGBC8GAIYWI2Z0172	USD	Long	CORP	1		US	NS	2025-02-25	2024-12-31	False		451.0		37956	451.0		0.0	0.0			101.7502	45.88935			1.0	0.001	0.00089214684			0.00089214684		-7.933194					False	NP	02-25	37000	US5951121038		0.00089214684	-2.16941	fidelity-covington-trust-fidelity-enhanced-large-cap-core-etf	https://fintel.io/i/fidelity-covington-trust-fidelity-enhanced-large-cap-core-etf	4.035535891092071e-05				MU
2264	MICRON TECHNOLOGY INC	COM		595112103				13F-HR	Advisors Capital Management, LLC									2025-02-13	2024-12-31	False		3456.0		290879	599.0	20.96604830241512	2857.0	0.0			80.13787	276.9565				0.001	0.004575516494872159	0.004816346680634072	-5.000266835654936	-0.000240830185761913		13.90049					False	13F	02-13	290000	595112103		-0.000240830185761913	58.06814	advisors-capital-management-llc	https://fintel.io/i/advisors-capital-management-llc	0.0003092419520978758	20.96604830241512	20.96604830241512		MU
